0.274,0.245,0.265,0.464,0.278,0.466,0.534,0
0.343,0.217,0.198,0.314,0.322,0.438,0.634,0
0.254,0.178,0.326,0.302,0.363,0.394,0.648,0
0.284,0.217,0.266,0.382,0.353,0.411,0.602,0
0.211,0.215,0.298,0.418,0.361,0.407,0.592,0
0.32,0.221,0.196,0.341,0.408,0.502,0.525,0
0.238,0.196,0.287,0.366,0.353,0.405,0.633,0
0.264,0.201,0.379,0.252,0.354,0.412,0.623,0
0.299,0.105,0.313,0.317,0.386,0.418,0.614,0
0.383,0.129,0.315,0.339,0.31,0.426,0.586,0
0.355,0.135,0.264,0.356,0.407,0.407,0.573,0
0.215,0.198,0.241,0.377,0.442,0.445,0.567,0
0.397,0.121,0.374,0.329,0.358,0.383,0.552,0
0.249,0.296,0.258,0.305,0.35,0.469,0.59,0
0.383,0.158,0.219,0.356,0.322,0.406,0.62,0
0.341,0.208,0.358,0.326,0.272,0.408,0.604,0
0.243,0.231,0.337,0.302,0.339,0.46,0.597,0
0.313,0.222,0.295,0.305,0.331,0.361,0.658,0
0.21,0.288,0.253,0.327,0.389,0.415,0.615,0
0.31,0.284,0.242,0.273,0.327,0.388,0.658,0
0.239,0.149,0.224,0.358,0.378,0.404,0.661,0
0.283,0.209,0.3,0.35,0.353,0.379,0.629,0
0.375,0.205,0.197,0.322,0.336,0.44,0.606,0
0.347,0.216,0.201,0.355,0.387,0.426,0.579,0
0.303,0.299,0.337,0.342,0.324,0.406,0.565,0
0.293,0.12,0.294,0.304,0.315,0.451,0.647,0
0.347,0.18,0.19,0.356,0.371,0.39,0.628,0
0.252,0.189,0.358,0.345,0.321,0.388,0.633,0
0.255,0.208,0.316,0.391,0.406,0.42,0.546,0
0.281,0.23,0.289,0.342,0.4,0.441,0.56,0
0.35,0.267,0.214,0.471,0.284,0.356,0.575,0
0.288,0.181,0.344,0.258,0.309,0.405,0.664,0
0.279,0.185,0.153,0.422,0.315,0.397,0.655,0
0.29,0.167,0.262,0.388,0.385,0.342,0.636,0
0.211,0.118,0.248,0.391,0.425,0.417,0.611,0
0.353,0.304,0.192,0.335,0.406,0.384,0.567,0
0.395,0.245,0.291,0.313,0.295,0.416,0.584,0
0.273,0.352,0.256,0.294,0.433,0.388,0.559,0
0.346,0.348,0.152,0.29,0.338,0.399,0.615,0
0.18,0.193,0.273,0.288,0.352,0.475,0.651,0
0.3,0.205,0.304,0.393,0.354,0.371,0.599,0
0.325,0.307,0.272,0.255,0.391,0.391,0.596,0
0.236,0.148,0.239,0.341,0.389,0.375,0.676,0
0.239,0.081,0.261,0.349,0.337,0.415,0.679,0
0.248,0.141,0.257,0.449,0.309,0.408,0.623,0
0.417,0.224,0.198,0.366,0.322,0.403,0.58,0
0.448,0.208,0.15,0.293,0.38,0.417,0.574,0
0.413,0.233,0.402,0.326,0.287,0.4,0.515,0
0.256,0.149,0.301,0.319,0.298,0.381,0.697,0
0.317,0.141,0.288,0.395,0.363,0.391,0.597,0
0.272,0.193,0.296,0.432,0.327,0.409,0.584,0
0.194,0.134,0.26,0.382,0.413,0.39,0.639,0
0.246,0.26,0.376,0.245,0.424,0.433,0.551,0
0.257,0.299,0.228,0.409,0.345,0.439,0.56,0
0.323,0.224,0.193,0.312,0.344,0.409,0.652,0
0.111,0.212,0.358,0.344,0.29,0.449,0.641,0
0.186,0.169,0.279,0.414,0.31,0.366,0.677,0
0.183,0.326,0.26,0.396,0.323,0.389,0.616,0
0.225,0.259,0.243,0.463,0.342,0.286,0.641,0
0.333,0.12,0.261,0.393,0.34,0.395,0.617,0
0.37,0.132,0.2,0.299,0.387,0.326,0.678,0
0.241,0.104,0.228,0.293,0.436,0.439,0.64,0
0.195,0.152,0.32,0.362,0.271,0.42,0.675,0
0.19,0.193,0.257,0.411,0.394,0.451,0.577,0
0.191,0.13,0.378,0.397,0.365,0.452,0.555,0
0.3,0.162,0.313,0.491,0.306,0.329,0.585,0
0.297,0.203,0.237,0.415,0.334,0.35,0.639,0
0.278,0.162,0.3,0.428,0.333,0.405,0.59,0
0.279,0.165,0.25,0.321,0.326,0.488,0.621,0
0.225,0.193,0.346,0.401,0.331,0.411,0.594,0
0.201,0.182,0.222,0.369,0.344,0.507,0.605,0
0.286,0.174,0.314,0.371,0.328,0.41,0.614,0
0.279,0.186,0.236,0.358,0.4,0.432,0.598,0
0.29,0.197,0.184,0.333,0.33,0.467,0.637,0
0.322,0.226,0.303,0.32,0.341,0.338,0.648,0
0.249,0.179,0.374,0.412,0.347,0.368,0.583,0
0.332,0.147,0.228,0.467,0.324,0.421,0.562,0
0.213,0.186,0.424,0.387,0.273,0.378,0.61,0
0.218,0.143,0.267,0.393,0.349,0.451,0.617,0
0.224,0.277,0.398,0.284,0.282,0.425,0.612,0
0.296,0.242,0.279,0.397,0.386,0.339,0.596,0
0.272,0.178,0.27,0.27,0.403,0.385,0.662,0
0.26,0.203,0.312,0.382,0.343,0.392,0.614,0
0.275,0.28,0.29,0.324,0.346,0.431,0.593,0
0.352,0.185,0.258,0.341,0.326,0.484,0.564,0
0.297,0.271,0.329,0.378,0.34,0.418,0.544,0
0.228,0.217,0.337,0.25,0.377,0.432,0.63,0
0.249,0.215,0.281,0.469,0.309,0.41,0.573,0
0.292,0.182,0.389,0.335,0.26,0.439,0.598,0
0.239,0.183,0.227,0.334,0.392,0.462,0.616,0
0.2,0.139,0.308,0.45,0.377,0.417,0.572,0
0.236,0.139,0.376,0.426,0.426,0.384,0.523,0
0.385,0.225,0.437,0.311,0.362,0.382,0.486,0
0.371,0.171,0.233,0.396,0.346,0.387,0.594,0
0.292,0.274,0.199,0.355,0.414,0.408,0.58,0
0.27,0.255,0.344,0.387,0.351,0.433,0.531,0
0.241,0.152,0.248,0.397,0.342,0.463,0.606,0
0.263,0.341,0.228,0.325,0.341,0.51,0.53,0
0.242,0.462,0.255,0.326,0.341,0.411,0.521,0
0.393,0.19,0.375,0.328,0.401,0.4,0.491,0
0.19,0.274,0.319,0.344,0.338,0.454,0.59,0
0.297,0.245,0.251,0.318,0.378,0.441,0.592,0
0.31,0.33,0.323,0.278,0.39,0.386,0.558,0
0.249,0.21,0.262,0.497,0.328,0.389,0.564,0
0.252,0.189,0.301,0.269,0.358,0.467,0.626,0
0.217,0.18,0.334,0.399,0.386,0.421,0.569,0
0.27,0.125,0.263,0.39,0.345,0.436,0.617,0
0.488,0.311,0.34,0.34,0.349,0.345,0.441,0
0.33,0.23,0.264,0.386,0.336,0.38,0.602,0
0.279,0.268,0.298,0.429,0.277,0.47,0.53,0
0.314,0.268,0.331,0.332,0.266,0.391,0.621,0
0.332,0.162,0.384,0.313,0.376,0.424,0.545,0
0.235,0.3,0.294,0.38,0.352,0.455,0.541,0
0.371,0.183,0.291,0.327,0.364,0.441,0.558,0
0.154,0.361,0.269,0.348,0.419,0.395,0.567,0
0.307,0.143,0.339,0.422,0.321,0.401,0.573,0
0.207,0.371,0.338,0.444,0.342,0.403,0.479,0
0.272,0.172,0.342,0.368,0.34,0.451,0.57,0
0.335,0.162,0.295,0.441,0.323,0.429,0.54,0
0.318,0.185,0.203,0.467,0.371,0.428,0.533,0
0.285,0.285,0.285,0.427,0.306,0.463,0.516,0
0.365,0.309,0.454,0.272,0.355,0.361,0.485,0
0.335,0.103,0.332,0.416,0.346,0.46,0.512,0
0.376,0.092,0.296,0.406,0.371,0.364,0.573,0
0.268,0.212,0.453,0.266,0.336,0.441,0.547,0
0.241,0.172,0.475,0.397,0.373,0.344,0.521,0
0.309,0.131,0.254,0.566,0.345,0.347,0.513,0
0.271,0.218,0.172,0.405,0.333,0.488,0.58,0
0.298,0.122,0.273,0.3,0.455,0.42,0.59,0
0.315,0.179,0.238,0.423,0.424,0.429,0.519,0
0.278,0.379,0.208,0.371,0.379,0.419,0.529,0
0.232,0.196,0.355,0.344,0.345,0.417,0.609,0
0.33,0.181,0.222,0.474,0.313,0.347,0.605,0
0.485,0.206,0.33,0.273,0.29,0.411,0.535,0
0.415,0.132,0.231,0.242,0.39,0.477,0.564,0
0.433,0.177,0.265,0.248,0.373,0.47,0.537,0
0.299,0.206,0.257,0.399,0.377,0.418,0.571,0
0.275,0.25,0.393,0.42,0.39,0.37,0.493,0
0.38,0.214,0.245,0.313,0.371,0.399,0.596,0
0.208,0.214,0.509,0.282,0.328,0.412,0.543,0
0.331,0.182,0.261,0.346,0.319,0.475,0.585,0
0.236,0.267,0.42,0.285,0.41,0.371,0.557,0
0.281,0.276,0.309,0.461,0.282,0.417,0.532,0
0.314,0.141,0.44,0.29,0.367,0.37,0.577,0
0.242,0.164,0.259,0.316,0.354,0.432,0.661,0
0.292,0.227,0.251,0.365,0.308,0.456,0.604,0
0.245,0.239,0.261,0.278,0.326,0.392,0.691,0
0.194,0.234,0.201,0.362,0.28,0.38,0.717,0
0.347,0.284,0.251,0.499,0.304,0.374,0.505,0
0.172,0.295,0.351,0.341,0.387,0.418,0.565,0
0.397,0.204,0.285,0.36,0.308,0.356,0.607,0
0.278,0.219,0.34,0.394,0.36,0.403,0.559,0
0.356,0.166,0.389,0.381,0.392,0.381,0.5,0
0.338,0.262,0.23,0.43,0.297,0.423,0.559,0
0.326,0.11,0.263,0.392,0.307,0.448,0.604,0
0.313,0.274,0.29,0.301,0.414,0.461,0.519,0
0.228,0.216,0.317,0.302,0.448,0.436,0.565,0
0.258,0.239,0.358,0.364,0.342,0.395,0.585,0
0.298,0.256,0.321,0.248,0.342,0.374,0.652,0
0.228,0.249,0.233,0.446,0.298,0.355,0.647,0
0.424,0.321,0.246,0.334,0.363,0.379,0.519,0
0.254,0.159,0.265,0.352,0.423,0.413,0.606,0
0.351,0.126,0.327,0.4,0.336,0.435,0.541,0
0.314,0.191,0.259,0.402,0.37,0.354,0.612,0
0.236,0.127,0.348,0.367,0.349,0.486,0.56,0
0.227,0.286,0.268,0.345,0.404,0.387,0.602,0
0.224,0.343,0.26,0.329,0.387,0.408,0.583,0
0.243,0.085,0.151,0.383,0.383,0.348,0.705,0
0.305,0.285,0.237,0.312,0.295,0.395,0.655,0
0.399,0.16,0.271,0.435,0.328,0.416,0.522,0
0.274,0.169,0.181,0.322,0.411,0.452,0.622,0
0.364,0.214,0.26,0.327,0.371,0.415,0.581,0
0.281,0.248,0.352,0.345,0.288,0.417,0.599,0
0.194,0.231,0.277,0.297,0.411,0.389,0.651,0
0.314,0.268,0.331,0.343,0.323,0.39,0.589,0
0.307,0.31,0.351,0.45,0.375,0.315,0.494,0
0.193,0.199,0.204,0.379,0.346,0.446,0.647,0
0.25,0.265,0.244,0.397,0.361,0.373,0.618,0
0.151,0.282,0.438,0.252,0.371,0.395,0.591,0
0.409,0.189,0.299,0.267,0.368,0.457,0.541,0
0.299,0.161,0.303,0.329,0.371,0.462,0.577,0
0.277,0.194,0.293,0.32,0.407,0.448,0.575,0
0.147,0.205,0.286,0.429,0.371,0.474,0.555,0
0.123,0.263,0.246,0.465,0.329,0.4,0.609,0
0.404,0.259,0.291,0.278,0.296,0.458,0.558,0
0.301,0.204,0.245,0.289,0.374,0.451,0.618,0
0.282,0.118,0.232,0.432,0.393,0.386,0.602,0
0.333,0.248,0.309,0.324,0.366,0.384,0.587,0
0.287,0.294,0.268,0.345,0.381,0.402,0.577,0
0.297,0.252,0.248,0.326,0.33,0.515,0.553,0
0.241,0.202,0.353,0.313,0.373,0.353,0.645,0
0.322,0.205,0.182,0.293,0.366,0.42,0.652,0
0.283,0.196,0.326,0.383,0.338,0.425,0.578,0
0.304,0.279,0.302,0.3,0.307,0.389,0.635,0
0.27,0.191,0.226,0.385,0.407,0.419,0.592,0
0.258,0.207,0.493,0.39,0.289,0.399,0.502,0
0.266,0.166,0.27,0.276,0.47,0.409,0.604,0
0.244,0.176,0.31,0.36,0.324,0.439,0.621,0
0.438,0.226,0.224,0.442,0.3,0.354,0.545,0
0.225,0.238,0.341,0.446,0.301,0.442,0.54,0
0.312,0.119,0.241,0.363,0.329,0.446,0.626,0
0.206,0.348,0.289,0.264,0.321,0.413,0.64,0
0.291,0.141,0.279,0.262,0.41,0.408,0.644,0
0.317,0.265,0.166,0.465,0.342,0.408,0.55,0
0.252,0.211,0.25,0.337,0.345,0.483,0.603,0
0.431,0.136,0.214,0.41,0.304,0.458,0.528,0
0.312,0.183,0.31,0.33,0.313,0.384,0.647,0
0.328,0.218,0.304,0.421,0.292,0.344,0.61,0
0.359,0.325,0.293,0.249,0.324,0.43,0.572,0
0.187,0.235,0.285,0.386,0.329,0.424,0.625,0
0.386,0.208,0.25,0.282,0.331,0.407,0.625,0
0.232,0.39,0.279,0.311,0.298,0.426,0.591,0
0.38,0.264,0.263,0.362,0.311,0.429,0.551,0
0.271,0.237,0.31,0.388,0.39,0.39,0.566,0
0.25,0.186,0.372,0.476,0.355,0.362,0.53,0
0.207,0.113,0.287,0.336,0.432,0.453,0.598,0
0.234,0.191,0.252,0.359,0.354,0.458,0.618,0
0.286,0.211,0.349,0.346,0.343,0.389,0.603,0
0.283,0.225,0.271,0.488,0.333,0.417,0.522,0
0.251,0.256,0.438,0.334,0.301,0.443,0.53,0
0.302,0.121,0.427,0.311,0.363,0.438,0.54,0
0.373,0.213,0.33,0.326,0.306,0.418,0.577,0
0.276,0.195,0.303,0.477,0.335,0.37,0.563,0
0.275,0.188,0.248,0.381,0.373,0.474,0.564,0
0.195,0.24,0.253,0.455,0.408,0.386,0.563,0
0.5,0.181,0.305,0.268,0.4,0.321,0.539,0
0.15,0.216,0.355,0.365,0.385,0.406,0.599,0
0.269,0.2,0.243,0.35,0.3,0.449,0.644,0
0.243,0.275,0.263,0.397,0.405,0.403,0.559,0
0.425,0.159,0.373,0.227,0.318,0.344,0.619,0
0.349,0.131,0.206,0.419,0.42,0.401,0.553,0
0.157,0.248,0.33,0.372,0.352,0.469,0.568,0
0.227,0.205,0.254,0.346,0.357,0.47,0.611,0
0.287,0.356,0.358,0.389,0.313,0.377,0.521,0
0.285,0.323,0.351,0.406,0.33,0.409,0.499,0
0.266,0.174,0.252,0.431,0.329,0.46,0.574,0
0.204,0.232,0.273,0.382,0.392,0.436,0.584,0
0.208,0.221,0.34,0.282,0.4,0.472,0.575,0
0.275,0.146,0.36,0.467,0.357,0.447,0.478,0
0.36,0.258,0.279,0.302,0.389,0.346,0.603,0
0.231,0.222,0.329,0.377,0.369,0.448,0.557,0
0.256,0.18,0.35,0.301,0.368,0.469,0.578,0
0.276,0.225,0.337,0.331,0.358,0.414,0.592,0
0.193,0.268,0.331,0.39,0.331,0.455,0.559,0
0.26,0.286,0.313,0.368,0.378,0.402,0.559,0
0.216,0.232,0.391,0.285,0.304,0.408,0.637,0
0.218,0.122,0.3,0.262,0.453,0.426,0.627,0
0.239,0.19,0.274,0.517,0.312,0.406,0.549,0
0.248,0.213,0.352,0.329,0.302,0.387,0.648,0
0.322,0.239,0.228,0.369,0.405,0.423,0.555,0
0.168,0.167,0.455,0.355,0.342,0.5,0.494,0
0.159,0.156,0.362,0.388,0.303,0.422,0.632,0
0.284,0.145,0.211,0.403,0.328,0.433,0.629,0
0.233,0.133,0.287,0.284,0.313,0.452,0.68,0
0.318,0.119,0.275,0.372,0.345,0.4,0.626,0
0.13,0.17,0.343,0.373,0.352,0.352,0.671,0
0.236,0.231,0.162,0.417,0.359,0.433,0.612,0
0.314,0.187,0.332,0.351,0.31,0.466,0.565,0
0.239,0.222,0.286,0.375,0.3,0.496,0.58,0
0.292,0.171,0.269,0.339,0.368,0.496,0.563,0
0.324,0.241,0.274,0.286,0.358,0.376,0.64,0
0.256,0.353,0.228,0.392,0.301,0.448,0.56,0
0.363,0.221,0.336,0.269,0.321,0.447,0.576,0
0.198,0.21,0.289,0.489,0.318,0.415,0.566,0
0.355,0.141,0.292,0.289,0.345,0.461,0.594,0
0.21,0.207,0.327,0.365,0.35,0.41,0.618,0
0.393,0.159,0.261,0.432,0.272,0.412,0.568,0
0.301,0.39,0.276,0.444,0.29,0.359,0.521,0
0.286,0.232,0.24,0.377,0.363,0.436,0.586,0
0.25,0.284,0.175,0.253,0.372,0.404,0.679,0
0.226,0.139,0.268,0.281,0.367,0.361,0.717,0
0.292,0.328,0.326,0.419,0.293,0.401,0.528,0
0.147,0.256,0.285,0.422,0.331,0.447,0.586,0
0.315,0.129,0.269,0.334,0.369,0.41,0.629,0
0.299,0.195,0.23,0.42,0.387,0.435,0.551,0
0.249,0.202,0.324,0.315,0.249,0.459,0.648,0
0.21,0.236,0.309,0.374,0.369,0.442,0.578,0
0.169,0.262,0.404,0.338,0.294,0.341,0.65,0
0.393,0.261,0.183,0.28,0.326,0.451,0.597,0
0.203,0.315,0.393,0.249,0.409,0.415,0.551,0
0.239,0.231,0.254,0.285,0.417,0.411,0.633,0
0.243,0.222,0.361,0.287,0.343,0.414,0.624,0
0.242,0.163,0.277,0.351,0.33,0.482,0.611,0
0.277,0.333,0.239,0.419,0.353,0.367,0.566,0
0.28,0.254,0.365,0.324,0.334,0.491,0.516,0
0.224,0.245,0.405,0.301,0.331,0.403,0.602,0
0.248,0.227,0.284,0.358,0.351,0.405,0.625,0
0.24,0.149,0.237,0.471,0.32,0.398,0.617,0
0.277,0.17,0.408,0.3,0.352,0.365,0.617,0
0.194,0.24,0.248,0.34,0.337,0.441,0.648,0
0.139,0.161,0.403,0.335,0.408,0.391,0.601,0
0.284,0.198,0.336,0.353,0.364,0.44,0.562,0
0.302,0.249,0.374,0.333,0.389,0.393,0.538,0
0.395,0.189,0.266,0.365,0.358,0.409,0.556,0
0.151,0.196,0.189,0.286,0.392,0.435,0.692,0
0.172,0.201,0.198,0.341,0.392,0.422,0.665,0
0.15,0.253,0.306,0.341,0.326,0.382,0.672,0
0.223,0.252,0.227,0.423,0.413,0.421,0.556,0
0.251,0.302,0.277,0.41,0.398,0.344,0.569,0
0.148,0.132,0.275,0.459,0.3,0.451,0.617,0
0.17,0.215,0.336,0.339,0.348,0.413,0.636,0
0.138,0.415,0.219,0.33,0.339,0.438,0.588,0
0.21,0.177,0.293,0.424,0.392,0.416,0.576,0
0.166,0.186,0.397,0.353,0.337,0.412,0.61,0
0.192,0.2,0.256,0.441,0.326,0.363,0.651,0
0.266,0.165,0.169,0.345,0.427,0.347,0.672,0
0.34,0.189,0.2,0.432,0.345,0.42,0.572,0
0.297,0.237,0.386,0.32,0.325,0.379,0.596,0
0.213,0.308,0.261,0.359,0.403,0.433,0.56,0
0.272,0.337,0.244,0.318,0.351,0.403,0.606,0
0.292,0.207,0.326,0.35,0.397,0.401,0.569,0
0.297,0.214,0.384,0.302,0.379,0.375,0.586,0
0.396,0.159,0.297,0.28,0.384,0.383,0.598,0
0.249,0.261,0.379,0.277,0.299,0.469,0.583,0
0.182,0.255,0.265,0.538,0.302,0.376,0.557,0
0.246,0.243,0.188,0.381,0.327,0.389,0.665,0
0.321,0.215,0.312,0.33,0.399,0.459,0.525,0
0.306,0.277,0.224,0.33,0.387,0.49,0.53,0
0.34,0.267,0.217,0.287,0.429,0.38,0.597,0
0.19,0.216,0.242,0.318,0.35,0.434,0.669,0
